CXI,Cassidy International Airport,Kiritimati,Kiribati,1.98616,-157.35001,5,-12.00,\N
MDY,Henderson Field,Midway,Midway Islands,28.20170,-177.38100,13,-11.00,Pacific/Midway
TKK,Chuuk International Airport,Chuuk,Micronesia,7.46187,151.84300,11,10.00,Pacific/Truk
PNI,Pohnpei International Airport,Pohnpei,Micronesia,6.98510,158.20900,10,11.00,Pacific/Ponape
ROR,Babelthuap Airport,Babelthuap,Palau,7.36765,134.54401,176,9.00,Pacific/Palau
KSA,Kosrae International Airport,Kosrae,Micronesia,5.35698,162.95799,11,11.00,Pacific/Kosrae
YAP,Yap International Airport,Yap,Micronesia,9.49891,138.08299,91,10.00,Pacific/Truk
KNH,Kinmen Airport,Kinmen,Taiwan,24.42790,118.35900,93,8.00,Asia/Taipei
TTT,Taitung Airport,Fengnin,Taiwan,22.75500,121.10200,143,8.00,Asia/Taipei
GNI,Lyudao Airport,Green Island,Taiwan,22.67390,121.46600,28,8.00,Asia/Taipei
KHH,Kaohsiung International Airport,Kaohsiung,Taiwan,22.57710,120.35000,31,8.00,Asia/Taipei
CYI,Chiayi Airport,Chiayi,Taiwan,23.46180,120.39300,85,8.00,Asia/Taipei
KYD,Lanyu Airport,Lanyu,Taiwan,22.02700,121.53500,44,8.00,Asia/Taipei
RMQ,Taichung Ching Chuang Kang Airport,Taichung,Taiwan,24.26470,120.62100,663,8.00,Asia/Taipei
TNN,Tainan Airport,Tainan,Taiwan,22.95040,120.20600,63,8.00,Asia/Taipei
MZG,Makung Airport,Makung,Taiwan,23.56870,119.62800,103,8.00,Asia/Taipei
PIF,Pingtung North Airport,Pingtung,Taiwan,22.70020,120.48200,97,8.00,Asia/Taipei
TSA,Taipei Songshan Airport,Taipei,Taiwan,25.06940,121.55200,18,8.00,Asia/Taipei
TPE,Taiwan Taoyuan International Airport,Taipei,Taiwan,25.07770,121.23300,106,8.00,Asia/Taipei
WOT,Wang-an Airport,Wang An,Taiwan,23.36737,119.50278,115,8.00,Asia/Taipei
HUN,Hualien Airport,Hualien,Taiwan,24.02310,121.61800,52,8.00,Asia/Taipei
NRT,Narita International Airport,Tokyo,Japan,35.76470,140.38600,141,9.00,Asia/Tokyo
MMJ,Matsumoto Airport,Matsumoto,Japan,36.16680,137.92300,2182,9.00,Asia/Tokyo
IBR,Hyakuri Airport,Ibaraki,Japan,36.18110,140.41499,105,9.00,Asia/Tokyo
IWO,Iwo Jima Airport,Iwojima,Japan,24.78400,141.32300,384,9.00,Asia/Tokyo
SHM,Nanki Shirahama Airport,Nanki-shirahama,Japan,33.66220,135.36400,298,9.00,Asia/Tokyo
OBO,Tokachi-Obihiro Airport,Obihiro,Japan,42.73330,143.21700,505,9.00,Asia/Tokyo
CTS,New Chitose Airport,Sapporo,Japan,42.77520,141.69200,82,9.00,Asia/Tokyo
HKD,Hakodate Airport,Hakodate,Japan,41.77000,140.82201,151,9.00,Asia/Tokyo
SPK,Chitose Air Base,Chitose,Japan,42.79450,141.66600,87,9.00,Asia/Tokyo
MMB,Memanbetsu Airport,Memanbetsu,Japan,43.88060,144.16400,135,9.00,Asia/Tokyo
SHB,Nakashibetsu Airport,Nakashibetsu,Japan,43.57750,144.96001,234,9.00,Asia/Tokyo
WKJ,Wakkanai Airport,Wakkanai,Japan,45.40420,141.80099,30,9.00,Asia/Tokyo
IKI,Iki Airport,Iki,Japan,33.74900,129.78500,41,9.00,Asia/Tokyo
UBJ,Yamaguchi Ube Airport,Yamaguchi,Japan,33.93000,131.27901,23,9.00,Asia/Tokyo
TSJ,Tsushima Airport,Tsushima,Japan,34.28490,129.33099,213,9.00,Asia/Tokyo
MBE,Monbetsu Airport,Monbetsu,Japan,44.30390,143.40401,80,9.00,Asia/Tokyo
AKJ,Asahikawa Airport,Asahikawa,Japan,43.67080,142.44701,721,9.00,Asia/Tokyo
OIR,Okushiri Airport,Okushiri,Japan,42.07170,139.43300,161,9.00,Asia/Tokyo
RIS,Rishiri Airport,Rishiri Island,Japan,45.24200,141.18600,112,9.00,Asia/Tokyo
KUM,Yakushima Airport,Yakushima,Japan,30.38560,130.65900,124,9.00,Asia/Tokyo
FUJ,Fukue Airport,Fukue,Japan,32.66630,128.83299,273,9.00,Asia/Tokyo
FUK,Fukuoka Airport,Fukuoka,Japan,33.58590,130.45100,32,9.00,Asia/Tokyo
TNE,New Tanegashima Airport,Tanegashima,Japan,30.60510,130.99100,768,9.00,Asia/Tokyo
KOJ,Kagoshima Airport,Kagoshima,Japan,31.80340,130.71899,906,9.00,Asia/Tokyo
KMI,Miyazaki Airport,Miyazaki,Japan,31.87720,131.44901,20,9.00,Asia/Tokyo
OIT,Oita Airport,Oita,Japan,33.47940,131.73700,19,9.00,Asia/Tokyo
KKJ,Kitakyūshū Airport,Kitakyushu,Japan,33.84590,131.03500,21,9.00,Asia/Tokyo
KMJ,Kumamoto Airport,Kumamoto,Japan,32.83730,130.85500,642,9.00,Asia/Tokyo
NGS,Nagasaki Airport,Nagasaki,Japan,32.91690,129.91400,15,9.00,Asia/Tokyo
ASJ,Amami Airport,Amami,Japan,28.43060,129.71300,27,9.00,Asia/Tokyo
TKN,Tokunoshima Airport,Tokunoshima,Japan,27.83640,128.88100,17,9.00,Asia/Tokyo
KMQ,Komatsu Airport,Kanazawa,Japan,36.39460,136.40700,36,9.00,Asia/Tokyo
OKI,Oki Airport,Oki Island,Japan,36.18110,133.32500,311,9.00,Asia/Tokyo
TOY,Toyama Airport,Toyama,Japan,36.64830,137.18800,95,9.00,Asia/Tokyo
HIJ,Hiroshima Airport,Hiroshima,Japan,34.43610,132.91901,1088,9.00,Asia/Tokyo
OKJ,Okayama Airport,Okayama,Japan,34.75690,133.85500,806,9.00,Asia/Tokyo
IZO,Izumo Airport,Izumo,Japan,35.41360,132.89000,15,9.00,Asia/Tokyo
YGJ,Miho Yonago Airport,Miho,Japan,35.49220,133.23599,20,9.00,Asia/Tokyo
KCZ,Kōchi Ryōma Airport,Kochi,Japan,33.54610,133.66901,42,9.00,Asia/Tokyo
MYJ,Matsuyama Airport,Matsuyama,Japan,33.82720,132.70000,25,9.00,Asia/Tokyo
ITM,Osaka International Airport,Osaka,Japan,34.78550,135.43800,50,9.00,Asia/Tokyo
TTJ,Tottori Airport,Tottori,Japan,35.53010,134.16701,65,9.00,Asia/Tokyo
TKS,Tokushima Airport,Tokushima,Japan,34.13280,134.60699,26,9.00,Asia/Tokyo
TAK,Takamatsu Airport,Takamatsu,Japan,34.21420,134.01601,607,9.00,Asia/Tokyo
AOJ,Aomori Airport,Aomori,Japan,40.73470,140.69099,664,9.00,Asia/Tokyo
GAJ,Yamagata Airport,Yamagata,Japan,38.41190,140.37100,353,9.00,Asia/Tokyo
SDS,Sado Airport,Sado,Japan,38.06020,138.41400,88,9.00,Asia/Tokyo
HNA,Hanamaki Airport,Hanamaki,Japan,39.42860,141.13499,297,9.00,Asia/Tokyo
AXT,Akita Airport,Akita,Japan,39.61560,140.21899,313,9.00,Asia/Tokyo
MSJ,Misawa Air Base,Misawa,Japan,40.70320,141.36800,119,9.00,Asia/Tokyo
SDJ,Sendai Airport,Sendai,Japan,38.13970,140.91701,15,9.00,Asia/Tokyo
HAC,Hachijojima Airport,Hachijojima,Japan,33.11500,139.78600,303,9.00,Asia/Tokyo
OIM,Oshima Airport,Oshima,Japan,34.78200,139.36000,130,9.00,Asia/Tokyo
HND,Tokyo Haneda International Airport,Tokyo,Japan,35.55230,139.78000,35,9.00,Asia/Tokyo
OKO,Yokota Air Base,Yokota,Japan,35.74850,139.34801,463,9.00,Asia/Tokyo
KWJ,Gwangju Airport,Kwangju,South Korea,35.12640,126.80900,39,9.00,Asia/Seoul
CHN,Jeon Ju Airport,Jhunju,South Korea,35.87840,127.12000,96,9.00,Asia/Seoul
RSU,Yeosu Airport,Yeosu,South Korea,34.84230,127.61700,53,9.00,Asia/Seoul
SHO,Sokcho Airport,Sokch'o,South Korea,38.14260,128.59900,92,9.00,Asia/Seoul
KAG,Gangneung Airport,Kangnung,South Korea,37.75360,128.94400,35,9.00,Asia/Seoul
CJU,Jeju International Airport,Cheju,South Korea,33.51130,126.49300,118,9.00,Asia/Seoul
PUS,Gimhae International Airport,Busan,South Korea,35.17950,128.93800,6,9.00,Asia/Seoul
USN,Ulsan Airport,Ulsan,South Korea,35.59350,129.35201,45,9.00,Asia/Seoul
SSN,Seoul Air Base,Seoul East,South Korea,37.44580,127.11400,92,9.00,Asia/Seoul
OSN,Osan Air Base,Osan,South Korea,37.09060,127.03000,38,9.00,Asia/Seoul
GMP,Gimpo International Airport,Seoul,South Korea,37.55830,126.79100,58,9.00,Asia/Seoul
SWU,Suwon Airport,Suwon,South Korea,37.23940,127.00700,88,9.00,Asia/Seoul
KPO,Pohang Airport,Pohang,South Korea,35.98790,129.42000,70,9.00,Asia/Seoul
TAE,Daegu Airport,Taegu,South Korea,35.89410,128.65900,116,9.00,Asia/Seoul
YEC,Yecheon Airport,Yechon,South Korea,36.63190,128.35500,354,9.00,Asia/Seoul
OKA,Naha Airport,Okinawa,Japan,26.19580,127.64600,12,9.00,Asia/Tokyo
DNA,Kadena Air Base,Kadena,Japan,26.35560,127.76800,143,9.00,Asia/Tokyo
ISG,Ishigaki Airport,Ishigaki,Japan,24.34450,124.18700,93,9.00,Asia/Tokyo
UEO,Kumejima Airport,Kumejima,Japan,26.36350,126.71400,23,9.00,Asia/Tokyo
MMD,Minami-Daito Airport,Minami Daito,Japan,25.84650,131.26300,167,9.00,Asia/Tokyo
MMY,Miyako Airport,Miyako,Japan,24.78280,125.29500,150,9.00,Asia/Tokyo
KTD,Kitadaito Airport,Kitadaito,Japan,25.94470,131.32700,80,9.00,Asia/Tokyo
SHI,Shimojishima Airport,Shimojishima,Japan,24.82670,125.14500,54,9.00,Asia/Tokyo
RNJ,Yoron Airport,Yoron,Japan,27.04400,128.40199,52,9.00,Asia/Tokyo
OGN,Yonaguni Airport,Yonaguni Jima,Japan,24.46690,122.97800,70,9.00,Asia/Tokyo
MNL,Ninoy Aquino International Airport,Manila,Philippines,14.50860,121.02000,75,8.00,Asia/Manila
CBO,Awang Airport,Cotabato,Philippines,7.16524,124.21000,189,8.00,Asia/Manila
CGY,Cagayan De Oro Airport,Ladag,Philippines,8.41562,124.61100,601,8.00,Asia/Manila
PAG,Pagadian Airport,Pagadian,Philippines,7.83073,123.46118,5,8.00,Asia/Manila
GES,General Santos International Airport,Romblon,Philippines,6.05800,125.09600,505,8.00,Asia/Manila
ZAM,Zamboanga International Airport,Zamboanga,Philippines,6.92242,122.06000,33,8.00,Asia/Manila
BAG,Loakan Airport,Baguio,Philippines,16.37510,120.62000,4251,8.00,Asia/Manila
SJI,San Jose Airport,San Jose,Philippines,12.36150,121.04700,14,8.00,Asia/Manila
TAC,Daniel Z. Romualdez Airport,Tacloban,Philippines,11.22760,125.02800,10,8.00,Asia/Manila
BCD,Bacolod-Silay City International Airport,Bacolod,Philippines,10.77640,123.01500,82,8.00,Asia/Manila
DGT,Sibulan Airport,Dumaguete,Philippines,9.33371,123.30000,15,8.00,Asia/Manila
MPH,Godofredo P. Ramos Airport,Caticlan,Philippines,11.92450,121.95400,7,8.00,Asia/Manila
ILO,Iloilo International Airport,Iloilo,Philippines,10.83302,122.49336,27,8.00,Asia/Manila
KLO,Kalibo International Airport,Kalibo,Philippines,11.67940,122.37600,14,8.00,Asia/Manila
PPS,Puerto Princesa Airport,Puerto Princesa,Philippines,9.74212,118.75900,71,8.00,Asia/Manila
COC,Comodoro Pierrestegui Airport,Concordia,Argentina,-31.29690,-57.99660,112,-3.00,America/Cordoba
GHU,Gualeguaychu Airport,Gualeguaychu,Argentina,-33.01030,-58.61310,75,-3.00,America/Cordoba
PRA,General Urquiza Airport,Parana,Argentina,-31.79480,-60.48040,242,-3.00,America/Cordoba
ROS,Islas Malvinas Airport,Rosario,Argentina,-32.90360,-60.78500,85,-3.00,America/Cordoba
SFN,Sauce Viejo Airport,Santa Fe,Argentina,-31.71170,-60.81170,55,-3.00,America/Cordoba
AEP,Jorge Newbery Airpark,Buenos Aires,Argentina,-34.55920,-58.41560,18,-3.00,America/Buenos_Aires
COR,Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,-31.32360,-64.20800,1604,-3.00,America/Cordoba
LPG,La Plata Airport,La Plata,Argentina,-34.97220,-57.89470,72,-3.00,America/Buenos_Aires
MDZ,El Plumerillo Airport,Mendoza,Argentina,-32.83170,-68.79290,2310,-3.00,America/Mendoza
LGS,Comodoro D.R. Salomón Airport,Malargue,Argentina,-35.49360,-69.57430,4685,-3.00,America/Mendoza
AFA,Suboficial Ay Santiago Germano Airport,San Rafael,Argentina,-34.58830,-68.40390,2470,-3.00,America/Mendoza
CTC,Catamarca Airport,Catamarca,Argentina,-28.59560,-65.75170,1522,-3.00,America/Catamarca
SDE,Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago Del Estero,Argentina,-27.76556,-64.31000,656,-3.00,America/Cordoba
IRJ,Capitan V A Almonacid Airport,La Rioja,Argentina,-29.38160,-66.79580,1437,-3.00,America/Argentina/La_Rioja
TUC,Teniente Benjamin Matienzo Airport,Tucuman,Argentina,-26.84090,-65.10490,1493,-3.00,America/Argentina/Tucuman
UAQ,Domingo Faustino Sarmiento Airport,San Julian,Argentina,-31.57150,-68.41820,1958,-3.00,America/Argentina/San_Juan
RCU,Area De Material Airport,Rio Cuarto,Argentina,-33.08510,-64.26130,1380,-3.00,America/Cordoba
VDR,Villa Dolores Airport,Villa Dolores,Argentina,-31.94520,-65.14630,1847,-3.00,America/Cordoba
LUQ,Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,Argentina,-33.27320,-66.35640,2328,-3.00,America/Argentina/San_Luis
CNQ,Corrientes Airport,Corrientes,Argentina,-27.44550,-58.76190,202,-3.00,America/Cordoba
RES,Resistencia International Airport,Resistencia,Argentina,-27.45000,-59.05610,173,-3.00,America/Cordoba
FMA,Formosa Airport,Formosa,Argentina,-26.21270,-58.22810,193,-3.00,America/Cordoba
IGR,Cataratas Del Iguazú International Airport,Iguazu Falls,Argentina,-25.73730,-54.47340,916,-3.00,America/Cordoba
AOL,Paso De Los Libres Airport,Paso De Los Libres,Argentina,-29.68940,-57.15210,230,-3.00,America/Cordoba
PSS,Libertador Gral D Jose De San Martin Airport,Posadas,Argentina,-27.38580,-55.97070,430,-3.00,America/Cordoba
SLA,Martin Miguel De Guemes International Airport,Salta,Argentina,-24.85600,-65.48620,4088,-3.00,America/Argentina/Salta
JUJ,Gobernador Horacio Guzman International Airport,Jujuy,Argentina,-24.39280,-65.09780,3019,-3.00,America/Jujuy
ORA,Orán Airport,Oran,Argentina,-23.15280,-64.32920,1171,-3.00,America/Argentina/Salta
EHL,El Bolson Airport,El Bolson,Argentina,-41.94320,-71.53230,1141,-3.00,America/Argentina/Salta
CRD,General E. Mosconi Airport,Comodoro Rivadavia,Argentina,-45.78530,-67.46550,189,-3.00,America/Catamarca
EQS,Brigadier Antonio Parodi Airport,Esquel,Argentina,-42.90800,-71.13950,2621,-3.00,America/Catamarca
REL,Almirante Marco Andres Zar Airport,Trelew,Argentina,-43.21050,-65.27030,141,-3.00,America/Catamarca
VDM,Gobernador Castello Airport,Viedma,Argentina,-40.86920,-63.00040,20,-3.00,America/Argentina/Salta
PMY,El Tehuelche Airport,Puerto Madryn,Argentina,-42.75920,-65.10270,427,-3.00,America/Catamarca
PUD,Puerto Deseado Airport,Puerto Deseado,Argentina,-47.73530,-65.90410,268,-3.00,America/Argentina/Rio_Gallegos
RGA,Hermes Quijada International Airport,Rio Grande,Argentina,-53.77770,-67.74940,65,-3.00,America/Argentina/Ushuaia
RGL,Piloto Civil N. Fernández Airport,Rio Gallegos,Argentina,-51.60890,-69.31260,61,-3.00,America/Argentina/Rio_Gallegos
USH,Malvinas Argentinas Airport,Ushuaia,Argentina,-54.84330,-68.29580,102,-3.00,America/Argentina/Ushuaia
ULA,Capitan D Daniel Vazquez Airport,San Julian,Argentina,-49.30680,-67.80260,203,-3.00,America/Argentina/Rio_Gallegos
PMQ,Perito Moreno Airport,Perito Moreno,Argentina,-46.53790,-70.97870,1410,-3.00,America/Argentina/Rio_Gallegos
RZA,Santa Cruz Airport,Santa Cruz,Argentina,-50.01650,-68.57920,364,-3.00,America/Argentina/Rio_Gallegos
BHI,Comandante Espora Airport,Bahia Blanca,Argentina,-38.72500,-62.16930,246,-3.00,America/Buenos_Aires
MDQ,Ástor Piazzola International Airport,Mar Del Plata,Argentina,-37.93420,-57.57330,72,-3.00,America/Buenos_Aires
NQN,Presidente Peron Airport,Neuquen,Argentina,-38.94900,-68.15570,895,-3.00,America/Argentina/Salta
RSA,Santa Rosa Airport,Santa Rosa,Argentina,-36.58830,-64.27570,630,-3.00,America/Argentina/Salta
BRC,San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,-41.15120,-71.15750,2774,-3.00,America/Argentina/Salta
TDL,Héroes De Malvinas Airport,Tandil,Argentina,-37.23740,-59.22790,574,-3.00,America/Buenos_Aires
VLG,Villa Gesell Airport,Villa Gesell,Argentina,-37.23540,-57.02920,32,-3.00,America/Buenos_Aires
CPC,Aviador C. Campos Airport,San Martin Des Andes,Argentina,-40.07540,-71.13730,2569,-3.00,America/Argentina/Salta
CDJ,Conceição do Araguaia Airport,Conceicao Do Araguaia,Brazil,-8.34835,-49.30150,653,-3.00,America/Belem
AQA,Araraquara Airport,Araracuara,Brazil,-21.81200,-48.13300,2334,-3.00,America/Sao_Paulo
AJU,Santa Maria Airport,Aracaju,Brazil,-10.98400,-37.07030,23,-3.00,America/Fortaleza
AFL,Piloto Osvaldo Marques Dias Airport,Alta Floresta,Brazil,-9.86639,-56.10500,948,-4.00,America/Campo_Grande
ARU,Araçatuba Airport,Aracatuba,Brazil,-21.14130,-50.42470,1361,-3.00,America/Sao_Paulo
BEL,Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,-1.37925,-48.47630,54,-3.00,America/Belem
BGX,Comandante Gustavo Kraemer Airport,Bage,Brazil,-31.39050,-54.11220,600,-3.00,America/Sao_Paulo
PLU,Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,Brazil,-19.85120,-43.95060,2589,-3.00,America/Sao_Paulo
BFH,Bacacheri Airport,Curitiba,Brazil,-25.40510,-49.23200,3057,-3.00,America/Sao_Paulo
BSB,Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,-15.86917,-47.92083,3497,-3.00,America/Sao_Paulo
BAU,Bauru Airport,Bauru,Brazil,-22.34500,-49.05380,2025,-3.00,America/Sao_Paulo
BVB,Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,2.84139,-60.69222,276,-4.00,America/Boa_Vista
CAC,Cascavel Airport,Cascavel,Brazil,-25.00030,-53.50080,2473,-3.00,America/Sao_Paulo
CNF,Tancredo Neves International Airport,Belo Horizonte,Brazil,-19.62444,-43.97194,2715,-3.00,America/Sao_Paulo
CGR,Campo Grande Airport,Campo Grande,Brazil,-20.46870,-54.67250,1833,-4.00,America/Campo_Grande
XAP,Serafin Enoss Bertaso Airport,Chapeco,Brazil,-27.13420,-52.65660,2146,-3.00,America/Sao_Paulo
CLN,Brig. Lysias Augusto Rodrigues Airport,Carolina,Brazil,-7.32044,-47.45870,565,-3.00,America/Fortaleza
CCM,Diomício Freitas Airport,Criciuma,Brazil,-28.72444,-49.42139,93,-3.00,America/Sao_Paulo
CAW,Bartolomeu Lisandro Airport,Campos,Brazil,-21.69830,-41.30170,57,-3.00,America/Sao_Paulo
CMG,Corumbá International Airport,Corumba,Brazil,-19.01194,-57.67139,461,-4.00,America/Campo_Grande
CWB,Afonso Pena Airport,Curitiba,Brazil,-25.52850,-49.17580,2988,-3.00,America/Sao_Paulo
CRQ,Caravelas Airport,Caravelas,Brazil,-17.65230,-39.25310,36,-3.00,America/Fortaleza
CXJ,Hugo Cantergiani Regional Airport,Caxias Do Sul,Brazil,-29.19710,-51.18750,2472,-3.00,America/Sao_Paulo
CGB,Marechal Rondon Airport,Cuiaba,Brazil,-15.65290,-56.11670,617,-4.00,America/Campo_Grande
CZS,Cruzeiro do Sul Airport,Cruzeiro do Sul,Brazil,-7.59991,-72.76950,637,-5.00,America/Rio_Branco
PPB,Presidente Prudente Airport,President Prudente,Brazil,-22.17510,-51.42460,1477,-3.00,America/Sao_Paulo
MAO,Eduardo Gomes International Airport,Manaus,Brazil,-3.03861,-60.04970,264,-4.00,America/Boa_Vista
IGU,Cataratas International Airport,Foz Do Iguacu,Brazil,-25.60028,-54.48500,786,-3.00,America/Sao_Paulo
FLN,Hercílio Luz International Airport,Florianopolis,Brazil,-27.67028,-48.55250,16,-3.00,America/Sao_Paulo
FEN,Fernando de Noronha Airport,Fernando Do Noronha,Brazil,-3.85493,-32.42330,193,-3.00,America/Fortaleza
FOR,Pinto Martins International Airport,Fortaleza,Brazil,-3.77628,-38.53260,82,-3.00,America/Fortaleza
GIG,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,-22.81000,-43.25056,28,-3.00,America/Sao_Paulo
GYN,Santa Genoveva Airport,Goiania,Brazil,-16.63200,-49.22070,2450,-3.00,America/Sao_Paulo
GRU,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,-23.43556,-46.47306,2459,-3.00,America/Sao_Paulo
ATM,Altamira Airport,Altamira,Brazil,-3.25391,-52.25400,369,-3.00,America/Belem
ITB,Itaituba Airport,Itaituba,Brazil,-4.24234,-56.00070,110,-3.00,America/Belem
IOS,Bahia - Jorge Amado Airport,Ilheus,Brazil,-14.81600,-39.03320,15,-3.00,America/Fortaleza
IPN,Usiminas Airport,Ipatinga,Brazil,-19.47070,-42.48760,784,-3.00,America/Sao_Paulo
IMP,Prefeito Renato Moreira Airport,Imperatriz,Brazil,-5.53129,-47.46000,432,-3.00,America/Fortaleza
JDF,Francisco de Assis Airport,Juiz De Fora,Brazil,-21.79150,-43.38680,2989,-3.00,America/Sao_Paulo
JPA,Presidente Castro Pinto International Airport,Joao Pessoa,Brazil,-7.14583,-34.94861,217,-3.00,America/Fortaleza
JOI,Lauro Carneiro de Loyola Airport,Joinville,Brazil,-26.22450,-48.79740,15,-3.00,America/Sao_Paulo
CPV,Presidente João Suassuna Airport,Campina Grande,Brazil,-7.26992,-35.89640,1646,-3.00,America/Fortaleza
VCP,Viracopos International Airport,Campinas,Brazil,-23.00740,-47.13450,2170,-3.00,America/Sao_Paulo
LIP,Lins Airport,Lins,Brazil,-21.66400,-49.73050,1559,-3.00,America/Sao_Paulo
LDB,Governador José Richa Airport,Londrina,Brazil,-23.33360,-51.13010,1867,-3.00,America/Sao_Paulo
LAZ,Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,Brazil,-13.26210,-43.40810,1454,-3.00,America/Fortaleza
MAB,João Correa da Rocha Airport,Maraba,Brazil,-5.36859,-49.13800,357,-3.00,America/Belem
MGF,Regional de Maringá - Sílvio Nane Junior Airport,Maringa,Brazil,-23.47944,-52.01222,1788,-3.00,America/Sao_Paulo
MOC,Mário Ribeiro Airport,Montes Claros,Brazil,-16.70690,-43.81890,2191,-3.00,America/Sao_Paulo
PLL,Ponta Pelada Airport,Manaus,Brazil,-3.14604,-59.98630,267,-4.00,America/Boa_Vista
MCZ,Zumbi dos Palmares Airport,Maceio,Brazil,-9.51081,-35.79170,387,-3.00,America/Fortaleza
MCP,Alberto Alcolumbre Airport,Macapa,Brazil,0.05066,-51.07220,56,-3.00,America/Fortaleza
MVF,Dix-Sept Rosado Airport,Mocord,Brazil,-5.20192,-37.36430,76,-3.00,America/Fortaleza
MNX,Manicoré Airport,Manicore,Brazil,-5.81138,-61.27830,174,-4.00,America/Boa_Vista
NVT,Ministro Victor Konder International Airport,Navegantes,Brazil,-26.88000,-48.65140,18,-3.00,America/Sao_Paulo
GEL,Santo Ângelo Airport,Santo Angelo,Brazil,-28.28170,-54.16910,1056,-3.00,America/Sao_Paulo
NAT,Governador Aluízio Alves International Airport,Natal,Brazil,-5.76806,-35.37611,272,-3.00,America/Fortaleza
POA,Salgado Filho Airport,Porto Alegre,Brazil,-29.99440,-51.17140,11,-3.00,America/Sao_Paulo
POO,Poços de Caldas - Embaixador Walther Moreira Salles Airport,Pocos De Caldas,Brazil,-21.84300,-46.56790,4135,-3.00,America/Sao_Paulo
PFB,Lauro Kurtz Airport,Passo Fundo,Brazil,-28.24400,-52.32660,2376,-3.00,America/Sao_Paulo
PET,João Simões Lopes Neto International Airport,Pelotas,Brazil,-31.71840,-52.32770,59,-3.00,America/Sao_Paulo
PNZ,Senador Nilo Coelho Airport,Petrolina,Brazil,-9.36241,-40.56910,1263,-3.00,America/Fortaleza
PNB,Porto Nacional Airport,Porto Nacional,Brazil,-10.71940,-48.39970,870,-3.00,America/Fortaleza
PMG,Ponta Porã Airport,Ponta Pora,Brazil,-22.54960,-55.70260,2156,-4.00,America/Campo_Grande
PVH,Governador Jorge Teixeira de Oliveira Airport,Porto Velho,Brazil,-8.70929,-63.90230,290,-4.00,America/Boa_Vista
RBR,Plácido de Castro Airport,Rio Branco,Brazil,-9.86889,-67.89806,633,-5.00,America/Rio_Branco
REC,Guararapes - Gilberto Freyre International Airport,Recife,Brazil,-8.12649,-34.92360,33,-3.00,America/Fortaleza
SDU,Santos Dumont Airport,Rio De Janeiro,Brazil,-22.91050,-43.16310,11,-3.00,America/Sao_Paulo
RAO,Leite Lopes Airport,Ribeirao Preto,Brazil,-21.13639,-47.77667,1806,-3.00,America/Sao_Paulo
STU,Santa Cruz Airport,Rio De Janeiro,Brazil,-22.93240,-43.71910,10,-3.00,America/Sao_Paulo
SJK,Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,Brazil,-23.22920,-45.86150,2120,-3.00,America/Sao_Paulo
SLZ,Marechal Cunha Machado International Airport,Sao Luis,Brazil,-2.58536,-44.23410,178,-3.00,America/Fortaleza
CGH,Congonhas Airport,Sao Paulo,Brazil,-23.62611,-46.65639,2631,-3.00,America/Sao_Paulo
SJP,Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,Brazil,-20.81660,-49.40650,1784,-3.00,America/Sao_Paulo
SSZ,Base Aérea de Santos Airport,Santos,Brazil,-23.92806,-46.29972,10,-3.00,America/Sao_Paulo
SSA,Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,-12.90861,-38.32250,64,-3.00,America/Fortaleza
TMT,Trombetas Airport,Oriximina,Brazil,-1.48960,-56.39680,287,-3.00,America/Belem
THE,Senador Petrônio Portela Airport,Teresina,Brazil,-5.05994,-42.82350,219,-3.00,America/Fortaleza
TFF,Tefé Airport,Tefe,Brazil,-3.38294,-64.72410,188,-4.00,America/Boa_Vista
TBT,Tabatinga Airport,Tabatinga,Brazil,-4.25567,-69.93580,279,-4.00,America/Boa_Vista
TUR,Tucuruí Airport,Tucurui,Brazil,-3.78601,-49.72030,830,-3.00,America/Belem
SJL,São Gabriel da Cachoeira Airport,Sao Gabriel,Brazil,-0.14835,-66.98550,251,-4.00,America/Boa_Vista
PAV,Paulo Afonso Airport,Paulo Alfonso,Brazil,-9.40088,-38.25060,883,-3.00,America/Fortaleza
URG,Rubem Berta Airport,Uruguaiana,Brazil,-29.78220,-57.03820,256,-3.00,America/Sao_Paulo
UDI,Ten. Cel. Aviador César Bombonato Airport,Uberlandia,Brazil,-18.88361,-48.22528,3094,-3.00,America/Sao_Paulo
UBA,Mário de Almeida Franco Airport,Uberaba,Brazil,-19.76472,-47.96611,2655,-3.00,America/Sao_Paulo
VAG,Major Brigadeiro Trompowsky Airport,Varginha,Brazil,-21.59010,-45.47330,3025,-3.00,America/Sao_Paulo
